Id,SalePrice
240,261248.70662310312
241,250975.8935082459
242,257623.5564818992
243,277685.207626782
244,232868.8746031177
245,378739.63600618055
246,218381.43826476322
247,206088.72693849992
248,259674.92182166222
249,226838.05484707185
250,274008.8808067055
251,255170.82475383472
252,275741.7952090907
253,215821.77823526354
254,201463.56651961035
255,185009.779595303
256,178309.08796031307
257,142467.20098310764
258,210460.9491069389
259,246089.54373546928
260,176680.2133701944
261,142492.72972488301
262,168782.0711342136
263,219726.5575662492
264,232386.04346583036
265,198267.64930369612
266,180491.25824123307
267,190074.1445759239
268,167461.61739343833
269,159059.7415218585
270,129851.70660699226
271,138829.59036867498
272,127002.6367466562
273,132336.44900065855
274,144020.8167426919
275,122823.2626429125
276,279573.5326004483
277,211494.19360238445
278,256212.59779587836
279,222234.83567970124
280,194231.26609603938
281,166483.9428110987
282,173871.91504081446
283,265148.0242607446
284,210779.36246326938
285,209718.07151806806
286,209704.19240090702
287,206638.16768044024
288,162984.73907441605
289,139209.00932815895
290,222084.7125300381
291,124618.37233208431
292,151338.715817248
293,193199.28252594554
294,171441.94616748596
295,127411.81443545286
296,123045.47070660238
297,154246.06123932966
298,162907.1240469205
299,166962.92480131442
300,151328.96203496135
301,179816.65898240614
302,174505.64435203135
303,125494.12443980396
304,173397.6424420996
305,179976.2929974031
306,203551.55251463235
307,143419.29202526066
308,163914.14604391946
309,150890.1381080171
310,135401.06436489482
311,139863.41240478185
312,140823.4608651857
313,160453.30232284797
314,134977.81351866605
315,128785.07541177377
316,117999.0924171953
317,137100.205030791
318,132013.62129888448
319,164765.87272655
320,130780.91855135722
321,106625.56050868197
322,144259.00130287278
323,117823.40798703906
324,125467.86779826385
325,161250.96965659029
326,167807.57022276803
327,102395.82146097193
328,112762.62356067875
329,108820.97002121848
330,188522.16069608685
331,147184.0696577037
332,150047.20879365448
333,145240.55044782476
334,136128.59429432117
335,145346.44230820166
336,122529.42603553926
337,127207.48597813828
338,117106.08601261082
339,135970.41595254588
340,127056.82530493994
341,140785.04613425088
342,154665.07601464738
343,149215.4115941519
344,138760.66035290368
345,122797.49583923223
346,135635.02272528695
347,130531.4544115053
348,131806.8232901094
349,142703.84737381115
350,117504.6001421168
351,108245.02530906633
352,121320.23272948978
353,104817.55372739013
354,78909.89187630634
355,112093.95449081686
356,140464.3443775305
357,151094.89966230252
358,131239.3864324634
359,98746.5659821756
360,122373.66814693494
361,155205.04830529212
362,86351.77920497145
363,131557.64353485228
364,134803.18394875378
365,112835.46138303455
366,110941.23684214978
367,131182.60136593133
368,126455.37543609214
369,137739.02109619448
370,149699.39230667186
371,124942.59712148273
372,140482.6485568254
373,134066.43130380064
374,144141.2803208521
375,128617.99730823662
376,113721.75408945876
377,132958.1745329309
378,106968.64036377455
379,158466.61222749692
380,146471.95889227127
381,103793.15022619473
382,146295.85083782696
383,150659.4311999592
384,147071.4812300145
385,154751.4096680234
386,167389.03556105364
387,79874.98761285
388,131576.3253223501
389,126954.9471843923
390,155261.27205115499
391,132428.85007812074
392,156214.2225420845
393,178456.35961202058
394,173706.56644442835
395,224387.79267322618
396,179853.1888470469
397,149172.68253268738
398,129252.96274954405
399,161631.14134825915
400,129078.98956772588
401,265668.4299776609
402,258782.57322650918
403,258782.57322650918
404,333764.98769876803
405,328985.11818371713
406,240623.90369326406
407,297231.60214605776
408,203782.1272118007
409,239108.84620452777
410,268069.7632187355
411,185925.23134894832
412,217789.3013008905
413,143873.07365581056
414,196314.26225185205
415,193183.91767468952
416,210414.81573761697
417,214885.14946791346
418,135297.1900021299
419,134604.52446214034
420,255474.4661846199
421,253379.21824515556
422,200979.42263229855
423,210332.04824816997
424,244208.19965024787
425,294188.2231959852
426,206664.54584835973
427,266964.2502471047
428,183196.91528609672
429,139256.34170100384
430,144086.11224337065
431,118140.32391778468
432,140169.22054428488
433,139450.75529304918
434,145214.44777195784
435,127302.01132427575
436,127027.13036090268
437,120003.91079049274
438,148995.2162993081
439,135671.0319667504
440,152693.48443859952
441,138370.98573710662
442,191059.89132283477
443,135905.69906890742
444,175657.02253991447
445,142692.02926286776
446,190814.67048281842
447,119028.8826974269
448,142141.31086307342
449,128648.80373724492
450,190204.84980118345
451,258750.15377078124
452,157450.76098469112
453,81933.1174233714
454,294830.7128376193
455,93396.90427860277
456,255703.13799279838
457,137460.5756490567
458,164286.606828032
459,171610.01976164413
460,376448.6385916996
461,319185.66536479286
462,202413.5146499989
463,226050.5383722169
464,216835.63609841687
465,372735.81131989
466,139530.49004245782
467,167116.10597713073
468,128221.22284082691
469,145253.64399207276
470,152131.55347546985
471,148442.4362687359
472,184170.26310503212
473,178079.94032511968
474,177300.44851087395
475,188725.9206483749
476,185110.95900006566
477,185429.00296381832
478,244668.72278701077
479,199023.13803379374
480,181950.6102717595
481,191465.43637132953
482,209138.2270211837
483,326983.0730093388
484,357923.1065055619
485,159246.10560754602
486,282377.3119341502
487,173557.37154410465
488,232239.8811002669
489,180773.96611674107
490,251117.45720954533
491,225688.16969616167
492,179497.03650508873
493,194384.29554128117
494,135111.9272984701
495,264956.7774923225
496,155377.99290368138
497,301352.16187332215
498,153745.95636039393
499,123184.6219656242
500,129827.54481565366
501,103337.15836683613
502,107818.50099904071
503,114879.63412494106
504,151325.75941902414
505,145714.73931572423
506,290171.7162874355
507,371939.3695489299
508,377827.7008763099
509,397095.43751794734
510,366679.070875169
511,338547.63509809383
512,266889.7174915714
513,318993.01290615444
514,392664.9624957346
515,273338.9809825858
516,335207.39455592877
517,340600.29229623755
518,318594.3488717799
519,202711.2428789662
520,339503.04342612065
521,218476.9511534912
522,212389.0202561472
523,175943.13696095836
524,224151.68613173824
525,229003.4205894814
526,187237.8687371365
527,188492.73344996333
528,196967.70117369518
529,220853.02559169426
530,208232.26097119597
531,213403.5405734245
532,181955.94908926208
533,234035.99337429975
534,184975.88543593104
535,259133.4105866031
536,315147.95098584576
537,324795.77306936553
538,257560.42144812626
539,296664.6553727861
540,278108.84657970513
541,245762.58155821596
542,253828.34875430702
543,274491.9376489234
544,227605.25760042388
545,218525.18012037172
546,250628.21927625127
547,202479.80055652634
548,200353.66264354176
549,199806.79398318988
550,153137.36443640967
551,189145.66023656965
552,190594.58982988237
553,197050.55387524812
554,203157.22733725555
555,200685.3219494949
556,202526.20624745407
557,136645.29749736667
558,137080.83856852833
559,116206.77820750966
560,121487.75876914771
561,171058.16895953962
562,153739.69624265705
563,247436.4104768021
564,307642.4089178669
565,189082.20470734756
566,162882.8698617281
567,161173.5162712385
568,167394.9523885388
569,256344.84831875493
570,229283.2372037723
571,238640.56969001703
572,245703.29660901707
573,166848.18844435713
574,201871.56054984694
575,187260.66044571676
576,188729.51747242047
577,271868.89679824346
578,211160.14264354363
579,291388.50294378196
580,249012.67477212742
581,200334.82575042904
582,164372.14097337835
583,171047.8106620667
584,199827.5044920403
585,143643.65344596945
586,149761.25844017393
587,135343.19581762192
588,145805.7731262437
589,169606.947836497
590,120250.00776529938
591,137329.90603216787
592,147513.54255580332
593,104598.88290911302
594,161110.011976076
595,147928.58260884613
596,128885.25652781015
597,222384.03276368324
598,144169.45173371705
599,164613.1134128871
600,168519.49631262742
601,137664.7767380679
602,119528.22836901162
603,138896.58535855688
604,122241.69494645782
605,172510.7061063411
606,150367.30739333012
607,151155.06792070455
608,92317.16750316626
609,111633.43252116218
610,116574.72217628278
611,147095.80440983945
612,147692.87998041586
613,178680.8467846138
614,146448.9199364336
615,123314.71625873278
616,149153.38507488978
617,129961.21576575907
618,134405.5039040539
619,118374.31727556407
620,125133.80106635272
621,137048.51223135996
622,140779.58549180572
623,113546.45502715364
624,126632.21912221052
625,135098.95990688575
626,123875.0315944886
627,110054.95201926403
628,97914.89881818436
629,135172.75607570156
630,129252.84288270831
631,131050.64157194836
632,135452.14187473492
633,134790.1421735808
634,147772.5066637378
635,93677.4089354067
636,110190.85821379832
637,144089.656041824
638,86018.36303866316
639,129730.36405123524
640,131203.76796115225
641,134739.8512609276
642,109530.41723717711
643,139369.14969173737
644,139602.0510666578
645,98787.2471638099
646,194079.7439259739
647,118234.32384503415
648,115563.13406167991
649,135216.3977049751
650,148168.7261834982
651,137975.94997358252
652,121684.76281331708
653,119117.40555157447
654,143393.67192458175
655,120364.87239655042
656,141869.61800862386
657,126384.85620060489
658,116450.24370370228
659,127049.6520446934
660,110270.86454417535
661,113440.66327816606
662,99189.06889187658
663,161972.76111819013
664,137617.6335676094
665,152867.05951270254
666,151627.33544033
667,142708.01694013953
668,114831.06730759164
669,138419.24364014925
670,149894.4984205071
671,123334.2941487639
672,121834.58970767996
673,126021.63953770582
674,113936.42241046626
675,104898.26429582095
676,125726.66219811639
677,143850.90755800568
678,149038.76643983662
679,141027.6649738683
680,153436.306465437
681,138051.96396246995
682,147089.900064754
683,135129.36386577517
684,141244.20026761148
685,152924.98452446127
686,162936.63976843806
687,137834.93319940811
688,155535.7160071224
689,196889.24805019196
690,118920.47626463858
691,172952.95870399516
692,156991.3360381494
693,117016.48402376205
694,139304.10817712196
695,248122.9928101225
696,240379.20767662278
697,237825.66160584404
698,210421.22982022734
699,186373.0957805007
700,245595.4119740693
701,339842.4028300936
702,351034.6878530915
703,258838.9591470043
704,176748.56461671903
705,149432.1284435238
706,211701.72903545084
707,204005.39411769275
708,200043.1483306013
709,218733.6320663031
710,149718.26118253436
711,141331.32767258733
712,162151.51139210322
713,232910.59067087903
714,278642.40144056553
715,316628.30601115304
716,245203.2672564284
717,217144.02910828913
718,148878.58175725717
719,235812.25870775516
720,198091.08746554772
721,231791.96689557686
722,200419.86437297004
723,132225.09494134845
724,146997.75902283713
725,142238.9491288414
726,153793.12019548682
727,154099.2848255059
728,219320.83069524154
729,102546.30509436334
730,103109.64343218858
731,104125.83177406953
732,118744.65514512485
733,116484.72013323048
734,124643.59374280665
735,126033.20249332183
736,126173.6509438779
737,147165.61606287275
738,168660.98507672793
739,130295.97016288052
740,137288.39275428292
741,182184.41534985826
742,153933.06350018023
743,168795.125433892
744,116951.67144641951
745,129609.55566337658
746,197582.8606247612
747,213683.8348696286
748,194177.77539925172
749,127078.27013942861
750,115461.89897499628
751,114505.7329703731
752,109656.17466941975
753,149379.6916086171
754,112964.25933341045
755,148864.63163060253
756,98825.04866042877
757,102364.52764773631
758,94903.0680670193
759,107215.37631927751
760,295611.411439147
761,263429.9000441535
762,306248.46331454895
763,219667.28830470017
764,143691.55554954224
765,197870.30684268006
766,203797.87922976588
767,280540.81978135346
768,238257.92274424818
769,164189.64013892796
770,217683.36520416147
771,184870.99427514613
772,196868.02526420166
773,239054.34329120867
774,241601.8576410591
775,258732.31028771214
776,342038.1505340265
777,217099.8032510226
778,129319.98173881677
779,167573.83230750146
780,166240.87551124534
781,135869.80937617653
782,134185.38333251735
783,117509.38606759206
784,119279.73391387155
785,143453.87335697413
786,117431.55253142264
787,125460.06561892408
788,128593.56747519247
789,136101.83547998554
790,139313.47877111594
791,170774.15773705996
792,170529.1018703305
793,179875.4235169991
794,185660.08770829331
795,186911.636811369
796,197575.28602151814
797,178356.78621921927
798,182096.0753058223
799,153824.50409673082
800,190471.96610679108
801,209888.07258243804
802,333777.9539757903
803,386291.6076796106
804,169430.6417199582
805,265656.3018036092
806,349578.26838729763
807,360766.4341628198
808,157900.82250745042
809,194367.08127013163
810,211643.45851016574
811,206671.5468509269
812,171119.82575634046
813,179815.8940955943
814,171328.48009474375
815,185431.90362907018
816,175589.07623097263
817,144539.79217837597
818,137154.70049201147
819,122693.9314592777
820,188571.83951546517
821,200066.2975117012
822,108434.00221192346
823,119993.53748714244
824,141195.65729781103
825,126403.67716619486
826,344541.50101345143
827,272624.5171015562
828,335142.460880996
829,397505.0992025365
830,327832.432015488
831,397050.8047464749
832,400195.9569380743
833,359997.43286791263
834,404986.41269275284
835,258644.38284683324
836,323630.0912618833
837,334901.6610141259
838,333523.79444520007
839,310005.06377072993
840,300254.6715978894
841,249895.45961328357
842,236410.93083538522
843,243672.13249450366
844,190412.02585865208
845,191565.08391919467
846,196831.20903185924
847,219748.56896993483
848,268006.36667889025
849,214735.0233414506
850,203956.68848102615
851,181955.89091767734
852,182968.1467995847
853,185408.2231893461
854,185881.79535547027
855,202488.42537001352
856,188762.8329172962
857,185310.45698063512
858,183824.7175029994
859,190526.36191511064
860,241979.2556423096
861,185912.1946909864
862,189958.45202574256
863,189607.60936204277
864,211660.9134956174
865,182513.33669998997
866,212487.62212599977
867,221633.44987165133
868,188503.24505024767
869,180869.36130747848
870,332594.4906479479
871,348247.5058014885
872,298160.60328341316
873,258950.6314008892
874,266348.29080888396
875,299738.6232613294
876,197773.05284328063
877,261024.65306844708
878,227082.8893227171
879,392272.4900635523
880,220604.24920134526
881,223396.55764372778
882,218922.07400918606
883,228310.593780248
884,236656.758173265
885,214615.84259380892
886,200726.33795575626
887,228680.01726788614
888,183615.55342809658
889,303712.2604138305
890,256048.8214508395
891,255836.80832495514
892,280164.91955123993
893,136733.44491320354
894,158251.94100556185
895,165008.01325664434
896,205504.22134610504
897,202179.94166739602
898,131472.75236759457
899,124608.10625309039
900,140333.73902251341
901,252047.45314785655
902,146858.96821854814
903,165982.96172106435
904,214103.349716804
905,197665.6240283872
906,216069.99988519758
907,209417.53552956003
908,218213.80056976457
909,168543.3206750918
910,166414.26670809812
911,186679.75364210666
912,246539.00965786926
913,281607.1158764564
914,226837.94202278805
915,261562.7968972674
916,277755.0128698393
917,146739.97372945028
918,186230.30477503024
919,145706.3214630492
920,162773.81832903274
921,191070.39721651212
922,204951.62120600577
923,234147.4312766809
924,159491.49573655138
925,139970.0956880563
926,141844.08951538068
927,124888.0769793729
928,139080.62009960794
929,147528.92747479354
930,143330.53500231347
931,120562.2678012174
932,165031.1904048
933,147833.4998300728
934,187952.17165949545
935,147367.1748818871
936,196171.0566427264
937,133293.37077128593
938,93201.34029626778
939,80350.70956930167
940,116564.26360714747
941,137799.71602469424
942,143988.27146445075
943,160131.35091848468
944,158485.6913604749
945,137651.79440612716
946,130116.40592508916
947,145400.28930126398
948,135665.5627687283
949,162279.42162509917
950,124264.40954670006
951,155855.03419257296
952,135840.98882835027
953,140931.7353110377
954,140460.4725483093
955,124812.17653384128
956,131151.03615181387
957,129606.60177766722
958,134993.11017157984
959,130818.9148144783
960,148727.98275984335
961,125345.71133495563
962,145107.308340937
963,154974.4475006374
964,221315.94219153083
965,136418.85833970748
966,143014.72554166176
967,166363.0152088971
968,122450.22048542231
969,131143.95445419892
970,127542.22765745035
971,140280.14522444693
972,141806.23220410617
973,141398.73348409083
974,145229.07996528488
975,121084.16123000228
976,118207.32922686718
977,131934.66973389452
978,123036.53311286609
979,123099.0113557035
980,108040.76094329679
981,111112.81874194222
982,121875.40926885884
983,133412.04158283235
984,98227.25956805042
985,137271.78546692614
986,189596.85674663796
987,146246.95181874325
988,118511.33203628029
989,143799.21865479634
990,130818.01677173178
991,182963.2174711302
992,106295.08926698477
993,142198.89037128826
994,120428.52905339819
995,124939.86718667917
996,122460.90964926085
997,125566.18146970103
998,115248.10682577758
999,134199.3943764636
1000,120418.74222175333
1001,129089.32074292337
1002,120060.66836864247
1003,161589.4049717433
1004,135490.21908986228
1005,125720.88635352436
1006,141403.8218724331
1007,102611.07840070379
1008,96956.91238419885
1009,179532.31259938717
1010,179872.80630117518
1011,164143.36339519182
1012,128950.39912363898
1013,115206.4177900205
1014,194674.2174803611
1015,115082.86222232893
1016,133824.61926670978
1017,158331.1159145117
1018,124766.3346384061
1019,156094.15820513762
1020,137661.61258093602
1021,136903.24953309246
1022,127061.66742360088
1023,131196.06014122113
1024,131657.39994436663
1025,151843.85562049702
1026,199941.77329943771
1027,142816.43092773345
1028,155522.7650737358
1029,150037.6492633717
1030,102983.24462264958
1031,183072.57694694813
1032,166111.51984399412
1033,157359.78537164393
1034,107911.55959834672
1035,226130.42159561164
1036,146005.7187471103
1037,121627.77348137528
1038,112159.44736126742
1039,142932.67350881756
1040,135977.30411434255
1041,141241.97095927625
1042,109477.8838723133
1043,182020.57830590857
1044,220627.82528362007
1045,262279.3799508566
1046,291820.59495859785
1047,258589.77082594528
1048,235210.04252118643
1049,225331.39048293018
1050,192762.81493980327
1051,211509.82640404245
1052,224914.96266369082
1053,231401.8446321914
1054,150891.43695525656
1055,181050.15119008019
1056,143826.44825996057
1057,148217.9659132043
1058,227929.9581032715
1059,216185.64220339895
1060,197485.2698163479
1061,218184.51595846564
1062,137476.89052366797
1063,146648.39758021847
1064,144923.63386283905
1065,140461.36524550867
1066,131111.36636872572
1067,133182.26017907585
1068,140623.56094648317
1069,129013.8563981335
1070,249615.26307242454
1071,225620.67007393457
1072,203538.5584767917
1073,241991.88183692234
1074,275334.85202222713
1075,230732.46431753182
1076,225055.34392239098
1077,188126.12717148568
1078,192294.8093999769
1079,187220.79407211868
1080,186046.26524903215
1081,180613.52964449886
1082,136661.41478171357
1083,130808.33529033966
1084,134111.2156721767
1085,141895.17534036428
1086,141359.96365892104
1087,162798.9943316742
1088,169934.42766798657
1089,445597.0871651945
1090,152833.95765769726
1091,126920.22429184167
1092,106626.59878211275
1093,117352.93770051197
1094,121220.81441708283
1095,118119.22018251222
1096,122261.12499279609
1097,156506.53708369783
1098,132420.3243901067
1099,136070.08887979615
1100,132469.27042322178
1101,122426.33193351176
1102,135353.44436055716
1103,168260.87321285545
1104,141220.53193951322
1105,160566.68952207864
1106,132110.0524471268
1107,181285.15020276315
1108,194112.52655491847
1109,126831.03976813439
1110,196380.5622146653
1111,158692.98205641808
1112,207436.10351394938
1113,246578.07397394723
1114,128753.08677565155
1115,130969.0631536907
1116,155957.4656774654
1117,102556.56759169181
1118,97187.35191266431
1119,137374.43089784178
1120,131511.06438724487
1121,124706.20705185164
1122,247288.5089028088
1123,171409.69441761193
1124,217072.9191504696
1125,212784.0680066947
1126,194374.9152445841
1127,141113.46964186357
1128,146032.194082199
1129,216472.38353322304
1130,207599.5419333098
1131,219072.64907035243
1132,244015.36518691666
1133,170011.5143848058
1134,206822.76735885558
1135,329492.80162642733
1136,206834.76149666042
1137,260806.97103233484
1138,331895.0839202067
1139,181474.1605383722
1140,160177.0970556266
1141,98633.02220693888
1142,116207.58952760875
1143,101603.55383111563
1144,100678.01706611137
1145,164234.29544639942
1146,185242.93747745763
1147,194816.38260104472
1148,162823.5046062421
1149,118776.02921737416
1150,137807.60106997046
1151,153062.5894801066
1152,132929.62208269053
1153,126353.27077533072
1154,155481.54051114616
1155,141791.09065913642
1156,189062.65539064005
1157,194258.26437780887
1158,202234.5153874357
1159,182279.5704096245
1160,185965.4741900562
1161,188690.61694026084
1162,244210.60824238003
1163,287634.8057111164
1164,279332.15123129083
1165,173464.58594199893
1166,169339.4752061335
1167,357629.92088241817
1168,377659.7282420183
1169,320187.673964778
1170,403932.87981559994
1171,353513.1592173914
1172,277939.38425282197
1173,372496.38295323163
1174,156333.66281654005
1175,184993.28677318263
1176,187264.7338346314
1177,236941.27333452928
1178,183952.40584521266
1179,148900.97009701666
1180,121627.49374116446
1181,198998.45500612888
1182,113997.89323296244
1183,137862.49237285744
1184,109052.57406675644
1185,101134.4679868283
1186,109125.71342105778
1187,144941.85656712006
1188,142618.16753816433
1189,135858.96695561733
1190,151920.72557462973
1191,370115.53497662715
1192,251602.84911162936
1193,280139.8940258073
1194,374671.80102962983
1195,309996.0805858421
1196,305396.38281419425
1197,277780.749729036
1198,293863.4949555761
1199,335944.6170147158
1200,353606.28343449376
1201,369858.58325438807
1202,273490.09441221243
1203,265154.9581326937
1204,316519.57868430595
1205,272783.902021449
1206,181149.4761084544
1207,187599.6919848629
1208,189738.66415097236
1209,280217.90639693924
1210,190516.714259807
1211,192239.48220636646
1212,206006.90046165476
1213,205900.34922062498
1214,180376.5297321081
1215,192967.02900664043
1216,194335.46863371428
1217,251339.09725734257
1218,273806.08321862586
1219,278625.4978513416
1220,349931.64494793623
1221,304668.77902060054
1222,406768.0859010715
1223,305831.4961272423
1224,297229.7745748252
1225,255624.62741075666
1226,303599.74663662136
1227,224367.11481784945
1228,209180.67413508543
1229,382564.39406046085
1230,195452.61719373305
1231,146028.91193528258
1232,202863.49212760196
1233,146268.01658720846
1234,196102.92011256333
1235,191117.50969012978
1236,195358.7124228875
1237,204428.39844368785
1238,186507.62769687138
1239,179025.87737785946
1240,175463.51320322373
1241,126772.8880288611
1242,138672.02576817712
1243,143034.07870646994
1244,128627.39224480277
1245,124486.71468904018
1246,132332.6099068041
1247,136194.09140175805
1248,112271.37097710755
1249,131774.58774784039
1250,254867.31259887342
1251,327492.94612656644
1252,181854.28679882365
1253,160035.40823177723
1254,168248.10536184086
1255,171328.26156248484
1256,194149.3507725235
1257,226829.31088819596
1258,163094.31092836324
1259,166695.51615914775
1260,141829.7123619729
1261,168431.5818943697
1262,151923.45166851592
1263,136317.83453815928
1264,135683.5386774899
1265,143322.47974791448
1266,176781.33783724892
1267,168040.16895791068
1268,154211.086491394
1269,140517.25154562286
1270,123540.59581728927
1271,123612.75885540964
1272,156601.03649833988
1273,157115.02772676735
1274,137413.2987792457
1275,146952.52493148332
1276,123659.6470011054
1277,141118.6043702186
1278,161557.09226599525
1279,137648.02897793998
1280,148198.05140655162
1281,155186.9888483843
1282,147697.3807758219
1283,150945.10580590286
1284,142600.66662560348
1285,134613.26409321374
1286,156763.96074759524
1287,134009.30788871477
1288,131550.04255627116
1289,138357.04671764496
1290,134079.92826664197
1291,207330.60148270972
1292,151492.43747866183
1293,217985.32383842024
1294,128689.07054923275
1295,116878.03112655813
1296,94777.55225226673
1297,108567.25477156043
1298,152456.6283824822
1299,149988.05294204832
1300,147559.36460700142
1301,146690.6749371838
1302,182462.11980879842
1303,166841.8522660448
1304,230853.27247285494
1305,136338.8061849398
1306,97488.56620217873
1307,134875.7321925701
1308,135643.21121959772
1309,146298.44845753865
1310,124470.12493136601
1311,126695.55081828941
1312,165667.15122187985
1313,133738.9896832347
1314,129367.55834294847
1315,139152.1353303158
1316,142892.25196095562
1317,115128.34992084574
1318,143439.3698006867
1319,107337.33990491973
1320,104906.67726893994
1321,109504.67034998044
1322,110198.49049093359
1323,124722.77327739347
1324,142046.17664130774
1325,94293.80887417143
1326,122864.7062859576
1327,99545.28664066357
1328,170522.66445508186
1329,103841.58469205756
1330,122079.6315294399
1331,90131.96853021433
1332,156508.26714602826
1333,116669.6729027315
1334,119427.70988152051
1335,107005.94234212297
1336,181615.08472323648
1337,121981.503164021
1338,125975.62120308739
1339,90381.27590013284
1340,115296.70710181876
1341,135711.3465889082
1342,163083.8337988798
1343,149073.07258478695
1344,105566.64532231112
1345,104387.91386983855
1346,155521.78674915657
1347,151623.84538052857
1348,134035.07489600906
1349,134687.78524124288
1350,159578.21298946277
1351,149808.97142948114
1352,175592.6238037432
1353,165484.0647356849
1354,109452.32046355176
1355,201404.00857828846
1356,151833.47956883107
1357,136957.5525853625
1358,174631.04716855264
1359,147164.8881852479
1360,118085.12004624226
1361,196363.81909009352
1362,238273.32857628367
1363,182510.92654868765
1364,160415.2300815996
